Code;Strand;Goal Short Name;Goal;Objective;Core Keywords;Elective Keywords;Core Rubric Level;UI/UX;Frontend;Backend;Game Design;Game Development;Business/Entrepreneurship;Project/Product Manager
DES73;Design;Hig Basic;Learn to create apps adhering to basic platform standards and paradigms using the Human Interface Guidelines.;I can design succinct and consistent Near Field Communication NFC experiences.;;Near field communication, NFC;;0;0;0;0;0;0;0
DES74;Design;Hig Basic;Learn to create apps adhering to basic platform standards and paradigms using the Human Interface Guidelines.;I can design effective and consistent undo and redo implementations.;;Undo and redo;;Proficient;Progressing;0;0;0;0;0
DES75;Design;Hig Basic;Learn to create apps adhering to basic platform standards and paradigms using the Human Interface Guidelines.;I can design consistent, simplified glyph icons and system icons for my apps if I am not using SF Symbols.;;Glyph icons, system icons;;Proficient;0;0;Progressing;Progressing;0;0
DES76;Design;Hig Basic;Learn to create apps adhering to basic platform standards and paradigms using the Human Interface Guidelines.;I can design a sense of depth with system-defined materials.;;visual design materials, depth;;Progressing;Progressing;0;0;0;0;0
DES77;Design;Hig Basic;Learn to create apps adhering to basic platform standards and paradigms using the Human Interface Guidelines.;I can design great experiences playing back video in an app.;;visual design video;;Progressing;Progressing;0;0;0;0;0
DES78;Design;Prototyping;Learn to prototype user experiences choosing the appropriate fidelity of prototype.;I can create interactive/tappable prototypes using standard design tools, such as Sketch.;hi-fi prototpypes;;Progressing;Exemplary;Proficient;0;Proficient;Proficient;0;Proficient
DES79;Design;Prototyping;Learn to prototype user experiences choosing the appropriate fidelity of prototype.;I can create low fidelity paper prototypes and sketches.;low-fi prototypes;;Progressing;Exemplary;0;0;Proficient;Proficient;0;Proficient
DES80;Design;Prototyping;Learn to prototype user experiences choosing the appropriate fidelity of prototype.;I can design informative UI/User Flows;UI/User Flow;;Progressing;Exemplary;Proficient;0;Proficient;0;0;Proficient
DES81;Design;Prototyping;Learn to prototype user experiences choosing the appropriate fidelity of prototype.;I can create advanced interactive prototypes with animation, transitions and user interactions using standard design tools;;interactive prototypes, advanced design tools;;Exemplary;0;0;Proficient;Proficient;0;0
DES82;Design;Prototyping;Learn to prototype user experiences choosing the appropriate fidelity of prototype.;I can design low fidelity wireframes;wireframes;;;Exemplary;0;0;Proficient;0;0;0
DES83;Design;User Centered Design;Learn to apply the process of User-Centered Design to App Development, supporting effective design choices through user research and user testing.;"I can learn when to apply the methods of Design Thinking: ideate, iterate and refine, and problem definition for an empathetic human-centric design process";design thinking, human-centric design, ideation;;Progressing;Proficient;0;0;Exemplary;0;0;Exemplary
DES84;Design;User Centered Design;Learn to apply the process of User-Centered Design to App Development, supporting effective design choices through user research and user testing.;I can evaluate usability, recognize flaws and problems, and provide recommendations to improve design;usability;;Progressing;Exemplary;0;0;Exemplary;0;0;Proficient
DES85;Design;User Centered Design;Learn to apply the process of User-Centered Design to App Development, supporting effective design choices through user research and user testing.;I can collect user feedback, evaluate, prioritize and present my findings;user design, user feedback;;Progressing;Exemplary;0;0;Exemplary;0;0;Proficient
DES86;Design;User Centered Design;Learn to apply the process of User-Centered Design to App Development, supporting effective design choices through user research and user testing.;I can create authentic and well researched User Personas;user pesonas;;Progressing;Exemplary;0;0;Exemplary;0;0;Exemplary
DES87;Design;User Centered Design;Learn to apply the process of User-Centered Design to App Development, supporting effective design choices through user research and user testing.;I can conduct user testing sessions in person and remotely;user testing;;Progressing;Exemplary;0;0;Exemplary;0;0;Proficient
DES88;Design;User Centered Design;Learn to apply the process of User-Centered Design to App Development, supporting effective design choices through user research and user testing.;I can create User Journey maps;;user journey maps;;Proficient;0;0;Exemplary;0;0;Proficient
PROC01;Process;Engage;Learn how to identify to effectively use the Engage phase to develop a compelling and actionable challenge.;I can identify Big Ideas that are personally meaningful and may have local and/or global significance;CBL, big idea;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC02;Process;Engage;Learn how to identify to effectively use the Engage phase to develop a compelling and actionable challenge.;I can use essential questioning to derive a specific, clear and meaningful essential question from a Big Idea;CBL, essential question;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC03;Process;Engage;Learn how to identify to effectively use the Engage phase to develop a compelling and actionable challenge.;I can construct an appropriate, compelling, and actionable challenge from an essential question.;CBL, challenge;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC04;Process;Investigate ;Learn how to conduct different levels of investigation to identify and develop effective solutions to challenges.;I can develop effective Guiding Questions that include multiple perspectives.;CBL, guiding questions;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC05;Process;Investigate ;Learn how to conduct different levels of investigation to identify and develop effective solutions to challenges.;I can effectively categorize and prioritize Guiding Questions;CBL, Guiding Question categorization and prioritization;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC06;Process;Investigate ;Learn how to conduct different levels of investigation to identify and develop effective solutions to challenges.;I can identify and create appropriate guiding resources and activities to effectively answer the Guiding Questions.;CBL, guiding activities;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC07;Process;Investigate ;Learn how to conduct different levels of investigation to identify and develop effective solutions to challenges.;I can effectively summarize what was learned from answering the specific Guiding Questions.;CBL, sumarization;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC08;Process;Investigate ;Learn how to conduct different levels of investigation to identify and develop effective solutions to challenges.;I can create and present a clear, and accurate synthesis that articulates what was learned through the Investigation.;CBL, synthesis;;Progressing;Exemplary;0;0;0;0;0;Exemplary
PROC09;Process;Investigate ;Learn how to conduct general and domain level research to identify viable solutions to their challenges.;I can identify or develop solutions that are supported by the findings in the Investigation synthesis.;CBL, research plan;;Progressing;Exemplary;0;0;0;0;0;Exemplary
PROC10;Process;Investigate ;Learn how to effectively use different research methods.;I can create an effective research plan to Investigate the guiding questions. ;CBL, field research, qualitative research, ethnography, grounded theory;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC11;Process;Investigate ;Learn how to effectively use different research methods.;I can conduct effective field research.;CBL, web research;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC12;Process;Investigate ;Learn how to effectively use different research methods.;I can conduct effective and accurate web research.;CBL, qualitative research, interviews;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC13;Process;Investigate ;Learn how to effectively use different research methods.;I can conduct effective interviews with stakeholders.;CBL, quantitative research, surveys;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC14;Process;Investigate ;Learn how to conduct different levels of investigation to identify and develop effective solutions to challenges.;I can develop clear and effective surveys and effectively analyze the results.;CBL, synthesis, solutions;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC15;Process;Investigate ;Learn how to translate their investigation into apps and create a learning backlog.;I can successfully move from a solution statement to a description of an app that will help solve the challenge. ;CBL, app statement;;Progressing;Exemplary;0;0;0;0;0;Exemplary
PROC16;Process;Investigate ;Learn how to translate their investigation into apps and create a learning backlog.;I can use my solution statement and domain investigation results to develop applicable app requirements and a prototype. ;CBL, learning backlog, app requirements, prototyping;;Progressing;Exemplary;0;0;0;0;0;Exemplary
PROC17;Process;Investigate ;Learn how to translate their investigation into apps and create a learning backlog.;I can deconstruct a prototype to develop a learning and develop backlog.;CBL, development backlog, learning backlog, ;;Progressing;Exemplary;0;0;0;0;0;Exemplary
PROC18;Process;Investigate ;Learn how to integrate different software development methodologies with Challenge Based Development.;I understand the basic concepts of project management to effectively guide a project, Identify milestones and effectively monitor and adjust a project’s progression;CBL, project management, milestones, project monitoring;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC19;Process;Act;Learn how to implement their solutions and get feedback from authentic audiences;I can use TestFlight and the App Store to get feedback on their solutions.;CBL, testflight, app store, feedback;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC20;Process;Act;Learn how to implement their solutions and get feedback from authentic audiences;I can use data collected from users to determine if the solution effectively solved the challenge.;CBL, user feedback, solution evaluation;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC21;Process;Act;Learn how to implement their solutions and get feedback from authentic audiences;I can use the feedback and data from users to improve the solution.;CBL, product improvement, iteration;;Progressing;Proficient;0;0;0;0;0;Exemplary
PROC22;Process;Ongoing Activities;Learn how to use ongoing processes to take charge of learning and improve thinking.;I reflect on a regular basis and use the results to become a better learner and developer.;CBL, reflection;;Progressing;Exemplary;0;0;0;0;0;Proficient
PROC23;Process;Ongoing Activities;Learn how to use ongoing processes to take charge of learning and improve thinking.;I document my work and use it for continuous improvement.;CBL, documentation, continuous improvement;;Progressing;Exemplary;0;0;0;0;0;Proficient
PROC24;Process;Ongoing Activities;Learn how to use ongoing processes to take charge of learning and improve thinking.;I can assess my personal learning and progress and use the information to plan future learning.;CBL, personal assessment, personal improvement;;Progressing;Proficient;0;0;0;0;0;Proficient
PROC25;Process;Project Management;Learn the fundamentals of Project Management.;"I can state and understand the key concepts and principles of project management";;principles of project management;Progressing;Progressing;0;0;0;0;0;Exemplary
PROC26;Process;Project Management;Learn the fundamentals of Project Management.;I can initiate a project and establish a project organization;;project organization;;Progressing;0;0;0;0;0;Exemplary
PROC27;Process;Project Management;Learn the fundamentals of Project Management.;I can define measurable project objectives.;;project objectives;;Progressing;0;0;0;0;0;Exemplary
PROC28;Process;Project Management;Learn the fundamentals of Project Management.;I can work with a Project Sponsor on a scope of work to deliver.;;project sponsor, project scope;;Progressing;0;0;0;0;0;Exemplary
PROC29;Process;Project Management;Learn the fundamentals of Project Management.;"I can create the project schedule and assign resources for effective implementation";;project scheduling;;Progressing;0;0;0;0;0;Exemplary
PROC30;Process;Project Management;Learn the fundamentals of Project Management.;I can anticipate project and product risks and plan appropriate responses;;project risks and responses;;Progressing;0;0;0;0;0;Exemplary
PROC31;Process;Project Management;Learn the fundamentals of Project Management.;I can apply techniques for monitoring progress and controlling the schedule;;project process, scheduling;;Progressing;0;0;0;0;0;Exemplary
PROC32;Process;Project Management;Learn the fundamentals of Project Management.;I can close down the project effectively and positively.;;project closing;;Progressing;0;0;0;0;0;Exemplary
PROC33;Process;Scrum;Learn the basics of the Scrum framework.;I can describe Scrum, the five core values and the alignment with Agile.;;scrum foundations;;0;0;0;0;0;0;Proficient
PROC34;Process;Scrum;Learn the basics of the Scrum framework.;I can explain the Scrum roles and how they interact during a Sprint.;;scrum roles;;0;0;0;0;0;0;Proficient
PROC35;Process;Scrum;Learn the basics of the Scrum framework.;I can explain the purpose, importance and process of the five events within Scrum;;scrum events;;0;0;0;0;0;0;Proficient
PROC36;Process;Scrum;Learn the basics of the Scrum framework.;I can define, and describe the purpose of, artifacts within Scrum. ;;scrum artifacts;;0;0;0;0;0;0;Proficient
PROC37;Process;Scrum;Learn the basics of the Scrum framework.;I can explain the importance of Product Backlog Refinement and potential outcomes. ;;product backlog;;0;0;0;0;0;0;Proficient
PROF01;Professional Skills;Collaboration;Collaborate effectively and respectfully with diverse individuals and teams.;I can demonstrate the ability to work effectively and respectfully with diverse teams in different team roles.;Diversity;;Progressing;Exemplary;0;0;0;0;Proficient;Proficient
PROF02;Professional Skills;Collaboration;Collaborate effectively and respectfully with diverse individuals and teams.;I can facilitate team alignment, and manage conflicts effectively.;team alignment, conflict management;;Progressing;0;0;0;0;0;Exemplary;Exemplary
PROF03;Professional Skills;Collaboration;Collaborate effectively and respectfully with diverse individuals and teams.;I assume shared responsibility for collaborative work, exercise flexibility to make compromises to achieve team goals, and value the individual contributions made by each team member.;shared responsibility, flexibility, compromise;;Progressing;0;0;0;0;0;Proficient;Exemplary
PROF04;Professional Skills;Collaboration;Collaborate effectively and respectfully with diverse individuals and teams.;I have learned to build empathy for others, including teammates and users;empathy;;Progressing;Exemplary;0;0;0;0;Exemplary;Exemplary
PROF05;Professional Skills;Collaboration;Collaborate effectively and respectfully with diverse individuals and teams.;I can praise/cheer my peers accomplishments as they do for mine.;praise;;Progressing;0;0;0;0;0;Proficient;Exemplary
PROF06;Professional Skills;Collaboration;Collaborate effectively and respectfully with diverse individuals and teams.;I can notice when one of my peers need help and I talk to them and offer help.;helping;;Progressing;0;0;0;0;0;Proficient;Exemplary
PROF07;Professional Skills;Collaboration;Collaborate effectively and respectfully with diverse individuals and teams.;I can give constructive feedback to my peers, mentors and teammates.;constructive feedback;;Progressing;Exemplary;0;0;0;0;Proficient;Exemplary
PROF08;Professional Skills;Communication;Communicate in a variety of situations to reach different audiences.;I can effectively articulate thoughts and ideas using speaking skills in a variety of forms and contexts;situational communication, speaking skills, context;;Progressing;Exemplary;0;0;0;0;Proficient;Exemplary
PROF09;Professional Skills;Communication;Communicate in a variety of situations to reach different audiences.;I can perform Active Listening, know when it is appropriate to listen and when to speak.;situational communication, active listening;;Progressing;Exemplary;0;0;0;0;Proficient;Proficient
PROF10;Professional Skills;Storytelling;Leverage storytelling to tell personal and professional stories.;I can describe the universal elements of a story and create a story board.;universal story elements, story board;;Progressing;Exemplary;0;0;0;0;Proficient;Proficient
PROF11;Professional Skills;Storytelling;Leverage storytelling to tell personal and professional stories.;I can create a story that elicits an emotional response.;emotional response;;Progressing;Exemplary;0;0;0;0;Proficient;Proficient
PROF12;Professional Skills;Storytelling;Leverage storytelling to tell personal and professional stories.;I can demonstrate the meaningful use of imagery, audio, and video to create stories.;;story imagery, story audio, story video;;Exemplary;0;0;0;0;Proficient;Progressing
PROF13;Professional Skills;Storytelling;Leverage storytelling to tell personal and professional stories.;I can develop brands by creating appealing stories through many different media and contexts.;;brand development, ;;Proficient;0;0;0;0;Progressing;Proficient
PROF14;Professional Skills;Presentations;Prepare and deliver presentations in a variety of contexts.;I can create clear and appropriate presentations for particular audiences and contexts.;audience, context;;Progressing;Exemplary;0;0;0;0;Exemplary;Exemplary
PROF15;Professional Skills;Presentations;Prepare and deliver presentations in a variety of contexts.;I can use appropriate body language and tone of voice when presenting;body language;;Progressing;0;0;0;0;0;Proficient;Exemplary
PROF16;Professional Skills;Presentations;Prepare and deliver presentations in a variety of contexts.;I can appropriately receive and handle critical feedback and questions during presentations;feedback;;Progressing;0;0;0;0;0;Proficient;Exemplary
PROF17;Professional Skills;Presentations;Prepare and deliver presentations in a variety of contexts.;I can present all projects in challenge review, regardless of whether the project is finished or in a working state.;app review, participation;;Progressing;Exemplary;0;0;0;0;Exemplary;Exemplary
PROF18;Professional Skills; Creative Workflow;Elaborate, refine, analyze and evaluate ideas using a creative workflow from ideation to presentation.;I can use a wide range of idea creation techniques to invigorate creativity, imagination, and innovative thinking.;;idea creation, creativity, imagination, innovation;;Exemplary;0;0;0;0;Exemplary;0
PROF19;Professional Skills; Creative Workflow;Elaborate, refine, analyze and evaluate ideas using a creative workflow from ideation to presentation.;I can adapt perceived failure or limitation into an opportunity to succeed through creative and innovative thinking, iteration, testing and feedback.;failure, limitations, iteration;;Progressing;Exemplary;0;0;0;0;Proficient;Exemplary
PROF20;Professional Skills;Employability;Empowered to improve your abilities in order to be prepared for your professional future.;I can set and manage personal goals according to resources available;personal goals;;Progressing;0;0;0;0;0;Exemplary;Proficient
PROF21;Professional Skills;Employability;Empowered to improve your abilities in order to be prepared for your professional future.;I can manage my own time in order to accomplish the goals that I have for the day.;tiem management;;Progressing;Proficient;0;0;0;0;Proficient;Proficient
PROF22;Professional Skills;Employability;Empowered to improve your abilities in order to be prepared for your professional future.;I can demonstrate originality and inventiveness while understanding the real world limits to adopt new ideas;originality, real world limits;;Progressing;Proficient;0;0;0;0;0;Proficient
PROF23;Professional Skills;Employability;Empowered to improve your abilities in order to be prepared for your professional future.;I can create an effective Visual Portfolio using different formats and platforms to showcase my best projects. ;portfolio, showcase;;Progressing;Exemplary;0;0;0;0;Exemplary;Proficient
PROF24;Professional Skills;Employability;Empowered to improve your abilities in order to be prepared for your professional future.;I can create an effective Curriculum Vitae using different formats and platforms, according to the professional objective and local standards.;Curriculum vitae;;Progressing;Proficient;0;0;0;0;Exemplary;Proficient
PROF25;Professional Skills;Employability;Empowered to improve your abilities in order to be prepared for your professional future.;I can develop a network of professional contacts.;Professional networking;;Progressing;0;0;0;0;0;Proficient;Proficient
PROF26;Professional Skills;Personal Growth;Develop a commitment to, and strategies for lifelong learning and professional growth. ;I can evaluate self-weaknesses, strengths, opportunities, threats, abilities, capabilities and attitudes.;Self evaluation;;Progressing;Proficient;0;0;0;0;Exemplary;Proficient
PROF27;Professional Skills;Personal Growth;Develop a commitment to, and strategies for lifelong learning and professional growth. ;I can understand, negotiate and balance diverse views and beliefs to reach workable solutions in diverse environments.;Diverse views, diverse environments;;Progressing;Proficient;0;0;0;0;Proficient;Proficient
PROF28;Professional Skills;Personal Growth;Develop a commitment to, and strategies for lifelong learning and professional growth. ;I have learned to listen and evaluate formal and informal feedback or critique and respond or act appropriately.;form feedback, informal feedback;;Progressing;Proficient;0;0;0;0;Proficient;Proficient
PROF29;Professional Skills;Personal Growth;Develop a commitment to, and strategies for lifelong learning and professional growth. ;I stay curious about new things and keep looking for new challenges inside the projects that I’m in.;curiosity, innovation;;Progressing;Proficient;0;0;0;0;Exemplary;Proficient
TEC001;Technical;Developer Tools;Learn how to work with Developer Tools;I know how to manage App Localization using Xcode.;Localization;;Progressing;0;Exemplary;Exemplary;0;0;0;0
TEC002;Technical;Developer Tools;Learn how to work with Developer Tools;I can display and manage connections to Bluetooth peripherals with PlaygroundBluetooth;;Peripheral Connection, Peripheral Display, bluetooth,;;0;-;-;0;0;0;0
TEC003;Technical;Developer Tools;Learn how to work with Developer Tools;I can create interactive learning experiences for the Swift Playgrounds app with Swift Playground;Playground Setup;Annotations, Glossaries, Hints, Subscriptions,;Progressing;0;Progressing;-;0;0;0;0
TEC004;Technical;Developer Tools;Learn how to work with Developer Tools;I can implement App Testing using Xcode;;XCTest, XCTestCase, Test Assertions, UI Tests,;;0;Beginning;Proficient;0;0;0;0
TEC005;Technical;Developer Tools;Learn how to work with Developer Tools;I know how to handle App Distribution using Xcode;TestFlight, App Distribution,;;Progressing;0;Proficient;Exemplary;0;Proficient;0;0
TEC006;Technical;Developer Tools;Learn how to work with Developer Tools;I know how to manage App Performance using Xcode;;Metrics organizer, Instruments,;;0;Beginning;Progressing;0;Progressing;0;0
TEC007;Technical;Developer Tools;Learn how to work with Developer Tools;I can share playground data, manage live views, and control the execution of a playground with Playground Support;;Playground Pages, Live Views, Page-View Communication, Data Persistence, ;;0;-;-;0;0;0;0
TEC008;Technical;Developer Tools;Learn how to work with Developer Tools;I know how to manage App Debugging in Xcode;Simulator,;App on a Device,;Progressing;0;Exemplary;Exemplary;0;0;0;0
TEC009;Technical;Developer Tools;Learn how to work with Developer Tools;I can create extensions to add commands to the Xcode source editor with XcodeKit;;First Steps, Editor Commands, Source Text,;;0;-;Proficient;0;0;0;0
TEC010;Technical;Developer Tools;Learn how to work with Developer Tools;I can control Project Configuration in Xcode;;App Capabilities, Package Dependencies,;;0;Exemplary;Exemplary;0;Progressing;0;0
TEC011;Technical;Developer Tools;Learn how to work with Developer Tools;I can manage Code Sharing in Xcode;;Code Sharing, Swift package,;;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC012;Technical;Developer Tools;Learn how to work with Developer Tools;I know how to create and run unit tests, performance tests, and UI tests for my Xcode project with XCTest;;Test Cases and Test Methods, Test Assertions, Asynchronous Tests, UI Tests, Performance Tests, Activities and Attachments, Test Execution, Structures, Classes,;;0;Beginning;Proficient;0;0;0;0
TEC013;Technical;Developer Tools;Learn how to work with Developer Tools;I can use specialized tools to trace different aspects of my apps, processes, and devices over time with Instruments;;CPU and thread, Performance, Memory, Energy I/O, Networking,;;0;Progressing;Exemplary;0;Progressing;0;0
TEC014;Technical;Developer Tools;Learn how to work with Developer Tools;I know how to Create an App Project using Xcode;App templates, App project,;;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC015;Technical;Developer Tools;Learn how to work with Interfaces Development;I can evaluate privacy, security and performance risks involved when using third-party components (resources) like external libraries, frameworks, source code and tools. ;third-party components;AppKit Hosting, UIKit Hosting, WatchKit Hosting,;;0;Exemplary;Exemplary;0;0;0;0
TEC016;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can integrate views into existing apps, and embed AppKit, UIKit, and WatchKit views and controllers into SwiftUI view hierarchies with SwiftUI;;UIImageAsset, UINib,;Progressing;0;Exemplary;Proficient;0;0;0;0
TEC017;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to handle Resource Management with UIKit;UIStoryboard, UIStoryboardSegue,;App, Scene, WindowGroup, DocumentGroup, Settings, Widgets, System Actions,;;0;Proficient;Proficient;0;0;0;0
TEC018;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can define the entry point and top-level organization of my app with SwiftUI;;UITextView,;Progressing;0;Progressing;Proficient;0;0;0;0
TEC019;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to implement Text Views with UIKit;UILabel, UITextField,;LazyHStack, LazyVStack, LazyHGrid, LazyVGrid, GridItem, ForEach, ScrollView, Form, Group, GroupBox, Section, Spacer, Divider, NavigationView, TabView, Alert, ActionSheet, EmptyView, AnyView, TupleView,;Progressing;0;Proficient;Proficient;0;0;0;0
TEC020;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to combine views in stacks, generate groups and lists of views dynamically, and define view presentations and hierarchy with SwiftUI;HStack, VStack, ZStack, List,;ObservedObject, EnvironmentObject, StateObject, ObservableObject, FocusedBinding, FocusedValue, Environment, PreferenceKey, AppStorage, SceneStorage, FetchRequest, Transaction,;Progressing;Proficient;Exemplary;Progressing;0;0;0;0
TEC021;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to control and respond to the flow of data and changes within my app’s models with SwiftUI;Binding, State,;UIDocument, UIDataSourceModelAssociation, UIPasteboard,;;0;Exemplary;Exemplary;0;Proficient;0;0
TEC022;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can work with Documents, Data, and Pasteboard with UIKit;;Property-Based Animations, UIKit Dynamics, Motion Effects, Haptic Feedback,;;0;-;Proficient;0;0;0;0
TEC023;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to handle Animation and Haptics with UIKit;;UIWindow, UIPopoverPresentationController, UIAlertController, UIAlertAction, UIScreen, UIScreenMode,;;0;Beginning;-;0;0;0;0
TEC024;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to use Windows and Screens with UIKit;;;Progressing;0;Beginning;Proficient;0;0;0;0
TEC025;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to handle View Fundamentals with UIKit;UIView,;Layout Guides, Anchors,;Progressing;0;Proficient;Progressing;0;0;0;0
TEC026;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can work with View Layout with UIKit;Constraints,;Shape, Animation, AnimatableModifier, Rectangle, Circle, RoundedRectangle, Ellipse, Path, ScaledShape, Gradient, TransformedShape, BackgroundStyle, GeometryProxy, GeometryReader, GeometryEffect, Angle, Anchor, ;Progressing;0;Proficient;Progressing;0;0;0;0
TEC027;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can enhance my views with colors, shapes, and shadows, and customize animated transitions between view states with SwiftUI;Color,;PreviewProvider, PreviewDevice, PreviewPlatform, PreviewLayout, PreviewContext,;;Proficient;Exemplary;-;0;Proficient;0;0
TEC028;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can generate dynamic, interactive previews of my custom views with SwiftUI;;SecureText, TextEditor, SignInWithAppleButton, Menu, Toggle, Picker, Slider, Stepper, ColorPicker, ProgressView, Gauge, Label, Link,;Progressing;0;Exemplary;Beginning;0;0;0;0
TEC029;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can present content onscreen and handle user interactions with SwiftUI;View, Text, TextField, Image, Button, NavigationLink,;UICollectionViewController, UIContentContainer,;Progressing;Proficient;Exemplary;Beginning;0;0;0;0
TEC030;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to manage Content View Controllers with UIKit;UIViewController, UITableViewController,;UIVisualEffect, UIVibrancyEffect, UIBlurEffect,;;0;Progressing;-;0;0;0;0
TEC031;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can use Visual Effect classes with UIKit;;Geometric Data Types, 2D Drawing, Colors and Fonts, Working with PDF Documents, Utility and Support Classes, Services,;;0;Progressing;-;0;Proficient;0;0
TEC032;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can perform lightweight 2D rendering with high-fidelity output with Core Graphics;;UIImagePickerController, UIVideoEditorController,;;0;-;-;0;Progressing;0;0
TEC033;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can apply Images and Video with UIKit;;UIFontPickerViewController, ;;0;Progressing;Progressing;0;0;0;0
TEC034;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can manage Fonts with UIKit;;Dark Mode, Navigation Bar Appearance, Toolbar Appearance, Tab Bar Appearance, Shared Appearance,;;0;Beginning;Beginning;0;0;0;0
TEC035;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can manage Appearance Customization with UIKit;;Interface Restoration,;;0;Progressing;Beginning;0;0;0;0
TEC036;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to manage Interface Restoration with UIKit;;UISearchTextField, UISearchToken,;;0;-;0;0;0;0;0
TEC037;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to use Search Fields with UIKit;;UIActivityViewController, UIActivityItemProvider,;;0;Progressing;Proficient;0;0;0;0
TEC038;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to use Activities Interface with UIKit;;Universal Links, UIActivity, UIActivityViewController,;;0;Beginning;Progressing;0;0;0;0
TEC039;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to implement Inter-Process Communication with UIKit;;Color Picker,;;0;Beginning;Proficient;0;0;0;0
TEC040;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can implement Color Picker with UIKit;;UIResponder, UIEvent, UITouch, UIPress, UIHoverGestureRecognizer, UILongPressGestureRecognizer, UIPanGestureRecognizer, UIPinchGestureRecognizer, UIRotationGestureRecognizer, UIScreenEdgePanGestureRecognizer, UISwipeGestureRecognizer, UITapGestureRecognizer, Custom Gestures, 3D Touch Interactions, UIPointerInteraction, UIPencilInteraction, Focus-based Navigation, Menus and Shortcuts,;;0;Beginning;-;0;0;0;0
TEC041;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to handle User Interactions with UIKit;;UIActivityIndicatorView, UIPickerView, UIProgressView,;Progressing;0;Progressing;-;0;0;0;0
TEC042;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can use Content Views with UIKit;UIImageView,;UIApplication, UIDevice, UIStatusBarManager, UITraitCollection, UIGuidedAccessRestrictionDelegate,;Progressing;0;Beginning;-;0;0;0;0
TEC043;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can manage App and Environment with UIKit;App’s Life Cycle,;UIColorWell, UIDatePicker, UIPageControl, UISegmentedControl, UISlider, UIStepper, UISwitch,;Progressing;0;Proficient;Progressing;0;0;0;0
TEC044;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can implement Controls with UIKit;UIButton,;;Progressing;0;Proficient;Progressing;0;0;0;0
TEC045;Technical;Interfaces Development;Learn how to work with Interfaces Development;I know how to handle Interface Orientation with UIKit;Interface Orientation, Portrait, Landscape,;TapGesture, LongPressGesture, DragGesture, RotationGesture, MagnificationGesture, SequenceGesture, SimultaneousGesture, Gesture, AnyGesture, GestureState, GestureMask,;;0;Beginning;Progressing;0;0;0;0
TEC046;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can define interactions from taps, clicks, and swipes to fine-grained gestures with SwiftUI;;UISplitViewController, UINavigationBar, UIPageViewController, UINavigationController, UINavigationItem,;Progressing;Proficient;Proficient;Progressing;0;Proficient;0;0
TEC047;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can handle Container View Controllers with UIKit;UITabBarController,;Image Creation, Photo Album, PDF Creation, Drawing Contexts, UIBezierPath, UIPrintInteractionController, ;Progressing;0;Proficient;-;0;0;0;0
